Name,Rating,Votes,Duration,Genre
Sound of Hope: The Story of Possum Trot,7.2, 2.1K,2h 10m,Drama
On Becoming a Guinea Fowl,7.1, 839,1h 39m,Drama
The Thundermans Return,5.0, 1.8K,1h 10m,Drama
Sex,6.6, 1.1K,1h 58m,Drama
Blackwater Lane,4.6, 1.9K,1h 48m,Drama
Sikandar Ka Muqaddar,6.0, 24K,2h 22m,Drama
The Piano Lesson,6.2, 4.9K,2h 7m,Drama
Lost on a Mountain in Maine,6.1, 1.2K,1h 38m,Drama
Souleymane's Story,7.7, 2.8K,1h 33m,Drama
The Astronaut Lovers,7.1, 689,1h 56m,Drama
Before Dawn,5.4, 1K,1h 41m,Drama
Waltzing with Brando,8.3, 330,1h 44m,Drama
Shaitaan,6.5, 54K,2h 12m,Drama
Barron's Cove,8.2, 29,1h 56m,Drama
Julie Keeps Quiet,6.6, 948,1h 40m,Drama
Omni Loop,5.6, 2.8K,1h 52m,Drama
Suncoast,6.7, 7.3K,1h 49m,Drama
The Great Lillian Hall,7.3, 1.9K,1h 50m,Drama
This Is Me... Now,4.1, 7.1K,1h 5m,Drama
Cinderella's Revenge,3.7, 1.1K,1h 25m,Drama
All of You,7.3, 80,1h 38m,Drama
The Greatest Hits,6.2, 7.4K,1h 34m,Drama
Corina,7.1, 355,1h 36m,Drama
Sector 36,7.1, 25K,2h 3m,Drama
The Dead Thing,4.8, 916,1h 34m,Drama
The Empire,5.2, 1.2K,1h 50m,Drama
Amaran,8.2, 18K,2h 47m,Drama
Baby,7.4, 504,1h 47m,Drama
The Corpse Washer,6.2, 1.2K,1h 47m,Drama
Singham Again,4.7, 75K,2h 24m,Drama
Let Go,7.0, 6.4K,1h 50m,Drama
Sweet Dreams,5.4, 1.4K,1h 35m,Drama
Futra Days,4.1, 143,1h 39m,Drama
Blue Cave,5.5, 6.2K,1h 28m,Drama
Crossing,7.4, 5K,1h 46m,Drama
Justice League: Crisis on Infinite Earths - Part Three,6.1, 4.5K,1h 34m,Drama
High Tide,6.6, 562,1h 41m,Drama
Poison,6.5, 237,1h 26m,Drama
Exhibiting Forgiveness,7.0, 1.3K,1h 57m,Drama
Depravity,4.3, 985,1h 57m,Drama
Jigra,6.0, 24K,2h 33m,Drama
The Wages of Fear,4.6, 4.1K,1h 44m,Drama
Love in the Big City,7.4, 1.4K,1h 58m,Drama
Territory,4.9, 69,1h 33m,Drama
Rob Peace,6.5, 2K,2h,Drama
Tyler Perry's Divorce in the Black,4.6, 3.6K,2h 23m,Drama
Through My Window: Looking at You,5.4, 5.2K,1h 45m,Drama
Rez Ball,6.3, 2.5K,1h 51m,Drama
September Says,6.4, 379,1h 40m,Drama
Saint-Exupéry,5.4, 303,1h 38m,Drama
B.O.Y.: Bruises of Yesterday,7.6, 378,1h 27m,Drama
Bookworm,6.0, 1.9K,1h 43m,Drama
Lilly,8.1, 42,1h 33m,Drama
Dreams (Sex Love),7.7, 401,1h 50m,Drama
Nanban Oruvan Vantha Piragu,6.3, 6.3K,2h 14m,Drama
Devara Part 1,6.0, 20K,2h 56m,Drama
Good One,6.7, 2.5K,1h 29m,Drama
Treasure,6.3, 2.1K,1h 51m,Drama
Something in the Water,4.1, 4.6K,1h 26m,Drama
A Legend,4.7, 902,2h 9m,Drama
Last Swim,6.8, 186,1h 36m,Drama
Waves,8.1, 1.7K,2h 11m,Drama
Kabitan,4.8, 113,1h 4m,Drama
Reputation,9.3, 9,1h 23m,Drama
Without Blood,7.5, 105,1h 31m,Drama
Pedro Páramo,6.3, 2.9K,2h 10m,Drama
The Courier,6.0, 4.4K,1h 41m,Drama
In the Summers,6.5, 970,1h 35m,Drama
The Flood,6.4, 263,1h 41m,Drama
Sons,6.5, 1.8K,1h 40m,Drama
Big World,7.3, 1.2K,2h 11m,Drama
Bedspacer,4.4, 341,1h 30m,Drama
Escape from Germany,5.3, 965,1h 37m,Drama
Madgaon Express,7.0, 41K,2h 23m,Drama
Niki,6.0, 362,1h 38m,Drama
Eat the Night,6.1, 475,1h 46m,Drama
