Name,Rating,Votes,Duration,Genre
Samaya bolshaya luna,2.4, 128,1h 45m,Adventure
Poklad,4.4, 41,1h 40m,Adventure
Petualangan Anak Penangkap Hantu,6.0, 25,1h 39m,Adventure
Operation Wakaliga: Fate and Blood,6.7, 11,1h 6m,Adventure
Manyunya. Priklyucheniya v derevne,5.9, 120,1h 24m,Adventure
Zoloto Umalty,4.9, 109,1h 49m,Adventure
Jaunt,8.4, 7,1h 18m,Adventure
Hope & Glory,6.6, 145,44m,Adventure
Vasilisa i khraniteli vremeni,3.1, 68,1h 38m,Adventure
Kiyma: Orman Kanunlari,4.5, 36,1h 21m,Adventure
Suchana,9.0, 527,1h 30m,Adventure
Antarctic Voyage,6.8, 6,48m,Adventure
The Dragon's Tomb,6.8, 52,1h 17m,Adventure
Manyunya. Priklyucheniya v Moskve,5.8, 110,1h 27m,Adventure
Mortadella,8.4, 6,1h 30m,Adventure
Anytime,8.9, 20,1h 2m,Adventure
The Very Last Christmas,8.5, 12,1h 15m,Adventure
Piraty galaktiki Barrakuda,4.5, 82,1h 32m,Adventure
Troy the Bharat Putra,5.5, 31,2h 14m,Adventure
Longe da Estrada,6.0, 9,1h 8m,Adventure
"Fallen Leaves, Broken Lighters",7.7, 7,1h 36m,Adventure
De Legende van Familie Vos,5.7, 59,1h 21m,Adventure
Suvorovets 1944,5.1, 9,1h 30m,Adventure
V potoke trekh stikhiy,5.2, 42,1h 25m,Adventure
Mai Martaba,4.9, 10,1h 26m,Adventure
Wonderland,6.8, 12,2h,Adventure
Advent,7.5, 6,1h 59m,Adventure
Heavens: The Boy and His Robot,6.3, 22,1h 38m,Adventure
Príncipe Lu e a Lenda do Dragão,4.2, 27,1h 30m,Adventure
Yasmeen's Element,7.6, 20,1h 16m,Adventure
Kade,6.7, 16,1h 32m,Adventure
Novogodniy ekspress,9.2, 5,47m,Adventure
Tur s Ivanushkami,5.3, 159,1h 51m,Adventure
The Ballad of Straw Hat Sam,9.2, 10,45m,Adventure
